author,published_at,updated_at,like_count,text,video_id
@akbardesiantoro4105,2025-06-08T06:56:01Z,2025-06-08T06:56:01Z,0,Jangan percaya ocehanya si rocky gemblung si bujang lapuk,lxJwtetN5HU
@agusnurjamiatsyam7324,2025-06-08T06:39:29Z,2025-06-08T06:39:29Z,0,"Setelah dimintai keterangan berkaitan dengan Gibran maka akannterbongkar bahwa Jokowi memang cawe cawe, selanjutnya Jokowi akan dimintai pertanggu jawaban secara hukum atas tindakan tersebut dan akhirnya bukan cuma pemakzulan tetapi juga penangkapan Jokowi....jadi mau bgmana dimakzulkan sukarela atau makzulkannpaksa dengan konsekuensi Jokowi ditangkap",lxJwtetN5HU
@ismatuloh-c4m,2025-06-08T06:19:18Z,2025-06-08T06:19:18Z,0,"cita cita ku sih memang bukan jadi presiden cita cita ku hanya ingin hidup tenang aja.. 
banyakan orang sibuk sampai lupa menikmati hidup.. sekarang sih indo nesia sejahtera menurutku.. makan nya masih beras..",lxJwtetN5HU
@ismatuloh-c4m,2025-06-08T06:11:28Z,2025-06-08T06:11:28Z,0,ap yg salah dengan negri ini... beliau hanya lah wakil.. biarlah tenang dan biarkan beliau belajar anggap aja sekarang lagi ujian praktek.. untuk mempersiapkan diri buat masa yang akan datang..  dari pada uang nya di makan kang korup.. weh ini malah yg terbaik menurut ku... sebenarna gak salah cuman banyak yg iri...,lxJwtetN5HU
@CeritaKuli12,2025-06-08T05:51:00Z,2025-06-08T05:51:00Z,0,"Sudalh roky ,analisis lo gk prnh bnr,,lo hnya pintar baca buku tpi praktek  nol",lxJwtetN5HU
@AliKebun,2025-06-08T05:34:46Z,2025-06-08T05:34:46Z,0,"🇮🇩✌️ Sangat SETUJU Sekali !!! 💪 RG MCK / JANBAM di HUKUM. MATI 💪🇮🇩 S1 tidak ber HAK Menghapus / merubah / Revisi KONSITUSI KUHP UUD45 & S1 tidak bisa menjadi DOSEN Mengajar di S3.( Contoh simplenya🕵️ anak SD klas 3, mana bisa mengajar kakaknya SD yg di klas 5.
🙏 sudah paham ya, BRO 🙏",lxJwtetN5HU
@Dieselpowermusik,2025-06-08T04:31:15Z,2025-06-08T04:31:15Z,0,Tidak berani mengkritik presiden Prabowo..... hahaha... angpao bicara',lxJwtetN5HU
@Yendriwal,2025-06-08T03:58:38Z,2025-06-08T03:58:38Z,0,Rocky ini hanya makhluk yang hanya bisa kritik minus adab dan hasil yang bermanfaat.,lxJwtetN5HU
@MuhrojiMat,2025-06-08T02:15:19Z,2025-06-08T02:15:19Z,0,"Roki ni mulut macam dubur,,,",lxJwtetN5HU
@LabirongS,2025-06-08T01:26:41Z,2025-06-08T01:28:52Z,0,"Trima keputusan yg sudah dilaksanakan sesuai dengan aturan nya itu adalah yg terbaik, saya sebagai rakyat biasa sangat setuju dengan terpilihnya Bapak wapres ,",lxJwtetN5HU
@maumende7531,2025-06-08T01:23:36Z,2025-06-08T01:23:36Z,0,80 persen sekian yg pilih Prabowo gibran untuk jadi presiden dan wakil presiden lalu di suruh kalah sama kalian yg hanya 100 org Purnawiran tua2 itu?😅😅😅😅,lxJwtetN5HU
@meimartini5633,2025-06-08T01:14:16Z,2025-06-08T01:14:16Z,0,"Kasihan Roky Gerung,hatinya diliputi kebencian,tak pernah ada damai dihatinya.",lxJwtetN5HU
@AcmadJamil,2025-06-08T01:04:21Z,2025-06-08T01:04:21Z,1,Pakar.tembelek,lxJwtetN5HU
@AsfuriyahSumberarum-dr5lv,2025-06-08T00:59:33Z,2025-06-08T00:59:33Z,0,"Netizen ingat ga dulu di ILC ..yg punya rambut panjang putih tokoh betawi,bilang dan yaqin pd awal bpk jokowi jd presiden,dia bilang jokowi bakal ambruk 2atau 3 thn..tp apa yg terjadi hingga saat ini sampai purna tugas masih kokoh berdiri malah orang tersebut yg sdh ambruk dan mninggal sperti halnya dua tokoh yg lain RR pun  juga..tp bpk jokowi tetap mendo'kan yg baik baik ..apalagi cuma gerung q ga percaya..",lxJwtetN5HU
@GogonGogor-p6l,2025-06-08T00:37:04Z,2025-06-08T00:37:04Z,0,Sudah bukan presiden msh berkoar koar mbela anaknya krn takut kebongkar busuknya,lxJwtetN5HU
@SalsabillaAzzahra-vk7cc,2025-06-08T00:29:48Z,2025-06-08T00:29:48Z,0,"Si bocah oon ini hahaha,, mau dipoles mau dipakai pakaian apa pun tetap nampak oon nya. 😂😂",lxJwtetN5HU
@MuhammadDavid-z4.n,2025-06-08T00:13:16Z,2025-06-08T00:13:16Z,0,Masyarkat bodoh😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,lxJwtetN5HU
@herupaloma4106,2025-06-07T23:47:59Z,2025-06-07T23:47:59Z,0,Penjarakan Rocky gerung,lxJwtetN5HU
@SuyadiYadi-n9w,2025-06-07T23:38:19Z,2025-06-07T23:38:19Z,0,Macam tuhan saja nerawang.. penyakiit iri hati pasti terus terjadi.. dan satu lagi penyakit mulut yang bisanya mengomentari orang lain paling hebat.. Roky Roky.. pintar tapi jalan d tempat saja.. Taek,lxJwtetN5HU
@supriyadi1004,2025-06-07T23:30:53Z,2025-06-07T23:30:53Z,0,Dengan kondisi PARPOL sekarang sangat tdk mungkin pemalsuan GIBRAN,lxJwtetN5HU
@Ddddd-h5e,2025-06-07T23:28:06Z,2025-06-07T23:28:06Z,0,Ayo bikin gerakan di sosmed seluruh anak muda indo mendukung pemakzulan gibran,lxJwtetN5HU
@pantangmundur7295,2025-06-07T22:39:58Z,2025-06-07T22:39:58Z,0,"Kapan sih ini di laksanakanya,lama banget...memalukan sekali negara punya wapres kaya gitu
Negara menghamburkan uang membayar wapres hasil langgar aturan",lxJwtetN5HU
@QotBuJaddin_90,2025-06-07T19:40:57Z,2025-06-07T19:40:57Z,0,"Satu paket apaan? Si gibran mau disamakan dgn pak prabowo? Mohon maaf andil gibran buat negara apa??? Saya lebih menghormati para purnawirawan yg jelas jasanya untuk negri ini begitu banyak dibanding sisa hidupnya, bayangin dulu mau lolos jadi tentara musti lolos dengan skill dan kompetisi yang ketat saya yakin beliau² para purnawirawan masuk di antara usia 18-21thnan kemudian pensiun di usia antara 50 tahun, dimasa dinas yang berpuluh² tahun jiwa raga merdka untuk merah putih bahkan mungkin rekan²nya bernasib gugur. Dan hingga saat ini di usia senja beliau masih peduli NKRI, jangankan beliau yang hidupnya diserahkan untuk merah putih sayapun yang masih muda meresa tidak rela jika UU yang menjadi pedoman bangsa di otak-atik, laut dipagar, alam dirusak, bahkan kasus yang baru raja ampat, tentara disumpah untuk setia kepada negara dan melindungi, memanusiakan anak bangsa. Bulam sebagai alat pelindung bagi golongan yang kerjanya merusak dan memperkaya diri....
Bangunlah pak prabowo.., tidak usah segan singkirkan pembohong rakyat dan penghianat bangsa jika bukan sekarang kapan lagi.❤",lxJwtetN5HU
@alfathirmuhammad2476,2025-06-07T17:45:23Z,2025-06-07T17:45:23Z,0,Yg bagus 1 paket ganti sekalian,lxJwtetN5HU
@rismijatirachman9876,2025-06-07T16:35:32Z,2025-06-07T16:35:32Z,0,R0ky Gerung sudah alih profisi ya.Jadi dukun klenik ha...ha...,lxJwtetN5HU
@rismijatirachman9876,2025-06-07T16:33:29Z,2025-06-07T16:33:29Z,0,"Roky Gerung sudah alih profisi ya.
Jadi dukun klenik ha...ha...",lxJwtetN5HU
@buronalas,2025-06-07T15:07:50Z,2025-06-07T15:07:50Z,0,"Mundur saja drpd dimakzulkan, kasihan anak cucumu‼️‼️‼️‼️‼️",lxJwtetN5HU
@KadrunKadrun-p5o,2025-06-07T14:07:30Z,2025-06-07T14:07:30Z,0,"Indonesia tidak butuh anak mudah, Indonesia hanya butuh Purnawiran yg bisa membuat Indonesia menjadi negara kaya amin.",lxJwtetN5HU
@erlysutanbandaro3173,2025-06-07T14:04:42Z,2025-06-07T14:04:42Z,0,Gusdur - Mega dulunya juga 1 paket.,lxJwtetN5HU
@IttahadCr7,2025-06-07T13:49:29Z,2025-06-07T13:49:29Z,0,Jokosetan jdi dajal paling hina di negara ini,lxJwtetN5HU
@MansurAja-n7k,2025-06-07T13:10:37Z,2025-06-07T13:10:37Z,0,Gibran lengserjokowi CPT bisa terseret,lxJwtetN5HU
@atik643,2025-06-07T12:47:26Z,2025-06-07T12:47:26Z,0,Tetap maju mas Gibran  wakil persiden,lxJwtetN5HU
@kursigoyang379,2025-06-07T12:19:22Z,2025-06-07T12:19:22Z,0,Segera makzulkan,lxJwtetN5HU
@nennyon341,2025-06-07T11:40:28Z,2025-06-07T11:40:28Z,0,Setidak tidaknya sejarah mencatat...,lxJwtetN5HU
@TiaraSalsabilla-l5x,2025-06-07T11:36:35Z,2025-06-07T11:36:35Z,0,Ruwet amat Negeriku... Semoga cepat berlalu,lxJwtetN5HU
@Sumadi-u5p,2025-06-07T11:31:59Z,2025-06-07T11:31:59Z,0,jangan mimpi di siang hari  bos mas gibran ter baik bagi rakyat,lxJwtetN5HU
@suparmanarrachmansyah2284,2025-06-07T11:26:44Z,2025-06-07T11:26:44Z,1,Paling yg setujuh pemajulan wapres Gibran orang orang yang sakit hati ga sembuh sembuh yg pilpres kemaren dpt 16 %  sama 24%😂😂 sm pendukung fanatiknya Abah anis 😂😂😂 iya kan iya kan.. roy Suryo sm roki gerung sm barisan sakit hati juga .. Roki gerung karna ga Kawin kawin jadi stres kali😂😂😂,lxJwtetN5HU
@JonggiSitompul-u6d,2025-06-07T11:25:54Z,2025-06-07T11:25:54Z,0,"Orang yang hidup dari honor atas undangan nara sumber, dia pasti mengharapkan permasalah permasalahan baru selalu ada atau selalu timbul ke permukaan,  biar di undang sebagai nara sumber dan dapat duit, maklum karya nya cuma jual teori doang.😂",lxJwtetN5HU
@elissiti8590,2025-06-07T11:00:24Z,2025-06-07T11:00:24Z,0,MANTAP BANG ROCKY.. ORG CERDAS.. AHLI FILSAFAT ...JGN D LAWAN....JGN D NNTI2 SCPTNYA COPOT SI GIBRAN.. RAKYAT SDH TDK SABAR...LBH CPT LBH BAIK,lxJwtetN5HU
@culunmanyun,2025-06-07T10:47:55Z,2025-06-07T10:47:55Z,0,Gak mungkin disetujui anggota DPR dari koalisi merah putih karena kalau Gibran berhasil dimakzulkan maka PIDP akan gabung koalisi otomatis kursi menteri akan berkurang disabet PIDP❤😅,lxJwtetN5HU
@YogaBaskara-qs2td,2025-06-07T10:41:48Z,2025-06-07T10:41:48Z,0,Semoga aja pak prabowo berani dgn keluarga jokowi...dan segera mengadili jokowi atas semua kebohongannya selama 10 thn yg sdh membuat rakyat sengsara,lxJwtetN5HU
@onnapradnyaparamita5508,2025-06-07T10:36:12Z,2025-06-07T10:36:12Z,1,Nerawang tak merubah apapun g guna,lxJwtetN5HU
@rini-lw8bn,2025-06-07T10:22:05Z,2025-06-07T10:22:05Z,0,Nggedabrus tok Tokyo gerung cuma bacot doang di percaya,lxJwtetN5HU
@FaridAj-g4j,2025-06-07T10:04:40Z,2025-06-07T10:04:40Z,0,Gak bakalan bisa sampe kalian berak darah,lxJwtetN5HU
@rezika9166,2025-06-07T09:59:12Z,2025-06-07T09:59:12Z,0,Negara sekarat pilihannya cuma 2 selamatkan atau dorong sampai hancur. Rakyat Mikir woyyyy 🙄😌,lxJwtetN5HU
@virzharamadhan5633,2025-06-07T09:55:22Z,2025-06-07T09:55:22Z,0,Wapres itu dah lemot dan mentalnya trtekan terus.. akhirnya smakin plongo,lxJwtetN5HU
@Jamronironi-s4m,2025-06-07T09:51:39Z,2025-06-07T09:51:39Z,0,Bagus.hidup purnawirawan.indonesia lebih baik.,lxJwtetN5HU
@samsudin1082,2025-06-07T09:43:59Z,2025-06-07T09:43:59Z,0,Setuju bajaya soalnya klu orang dpr mpr di sogok sama duit untuk miskin kan rakyat,lxJwtetN5HU
@ngadiranngadirana,2025-06-07T09:43:44Z,2025-06-07T09:43:44Z,0,"Pak prabowo sudah menang 2014 krn ijasah jkw gk jelas😂  curang, culas, cungkring",lxJwtetN5HU
@AtaniaChurum,2025-06-07T09:17:37Z,2025-06-07T09:17:37Z,0,"Gibran plonga plongo
Banyk ank bsngsa yg lbih smart,brkualitas n lbih kompeten",lxJwtetN5HU
@damanhuri8899,2025-06-07T08:53:37Z,2025-06-07T08:53:37Z,0,UdH pasti keas.indonesia tak aman,lxJwtetN5HU
@damanhuri8899,2025-06-07T08:52:52Z,2025-06-07T08:52:52Z,0,Kami pendukung Gibran bakal tak trima.gimana kalau krusuhan di mana mana di stiap propinsi.apa mantan jendral bisa atasi,lxJwtetN5HU
@wellypanata374,2025-06-07T08:51:14Z,2025-06-07T08:51:14Z,0,"Semoga terwujud di makzulkan dinasti jokowi.
Klo terwujud, berarti alhamdulilah hukum di Indonesia sudah kembali ke jalan yg benar",lxJwtetN5HU
@AgusTiana-e4e,2025-06-07T08:43:24Z,2025-06-07T08:43:24Z,0,Gua terawang Roky garong sampai mati jadi jomblo karena ngga laku laku wkkwkwkkwkww,lxJwtetN5HU
@mantan_konglomerat6801,2025-06-07T08:39:07Z,2025-06-07T08:39:07Z,0,"Kami rakyat mendukung bpk Prabowo, bukan gibran!!!",lxJwtetN5HU
@PrateknyoPrateknyo,2025-06-07T08:30:28Z,2025-06-07T08:30:28Z,0,Chanel tempik,lxJwtetN5HU
@DewiSartika-c3i1l,2025-06-07T08:19:05Z,2025-06-07T08:19:05Z,3,Takbir allahuakbar,lxJwtetN5HU
@AbdullahBinFaridmuttaqin,2025-06-07T08:12:01Z,2025-06-07T08:14:01Z,0,"Baik tdx nya pemimpin negara itu kan cerminan rakyatnya kalau rakyatnya hobi membangkang terhadap perintah Allah jgn bermimpi di siang bolong dpt pemimpin yg baik suruh sholat aja susahnya setengah mati enakan FB an ,youtuban, tik Tokan ,pacaran ,kok ya masih mengharap pemimpin baik kok enak banget segala sesuatu itu di atur sama Allah BKN di atur mnsia faham tentang takdir yg sudah di tetapkan blm, Allah menyuruh jgn zina ya banyak yg selingkuh jangn pergi ke dukun ya banyak yg yembah syetan, terus maunya negara makmur ya jgn mimpi",lxJwtetN5HU
@AgusYana-z2u,2025-06-07T08:01:34Z,2025-06-07T08:01:34Z,0,Bagus lebih cepT lebih baik pak,lxJwtetN5HU
@nuruloktavianti1135,2025-06-07T07:51:54Z,2025-06-07T07:51:54Z,8,Semoga cepat...terwuujud demi Indonesia Menyala.🎉,lxJwtetN5HU
@LHardiyudapLHardi,2025-06-07T07:41:41Z,2025-06-07T07:41:41Z,0,"Roki garong mana ada benar nya, manusia nakjis gak ada kenyataan nya, perempuan aja gak ada yg sudi sama Grung.",lxJwtetN5HU
@SamsudinIwan,2025-06-07T07:41:18Z,2025-06-07T07:41:18Z,0,Ga gampang gitu pa probowo yg mengiinkan mas Gibran jadi wakilnya kalau nanya roky sampai mati pun roky pasti jelek aja pa jokowi di mata roky,lxJwtetN5HU
@RibutTrayeman,2025-06-07T07:26:47Z,2025-06-07T07:26:47Z,1,Saya sebagai rakyat dan sebagai yang mencoblos prabowo gibran keberatan jika mas gibran di makzulkan.  Rakyat mendukung prabowo gibran.  Dan bila terjadi sampai di makjulkan  percuma diadakan pemilu  sebagai rakyat yang memilih mempunyai hak bersuara untuk menjaga dan selalu mendukung.  Salam waras dari orang orang waras.  Dua kata dari saya.  H T I   dan  F P I yang mau merusak tatanan negara ini serta gabungan dari orang orang sakit hati atas kebijakan pak jokowi..,lxJwtetN5HU
@duniaair2408,2025-06-07T07:14:39Z,2025-06-07T07:14:39Z,0,"Setelah fufufafa di makzulkan,Kapolri di ganti.maka Mulyono & genk nya akan di babat habis termasuk korupsi dana haji,judol,bansos,izin tambang & yg terbaru kasus nadiem & kasus2 lainnya yg menyeret nama Jokowi",lxJwtetN5HU
@JokoSumarno-u2l,2025-06-07T07:07:44Z,2025-06-07T07:07:44Z,0,Radio bodol ojo di tanggapi,lxJwtetN5HU
@ariefsarifudin8731,2025-06-07T06:53:40Z,2025-06-07T06:53:40Z,0,ramalan otak dungu😂,lxJwtetN5HU
@RiioJk789,2025-06-07T06:51:37Z,2025-06-07T06:51:37Z,0,Rg terlalu akademis.. Imbangi dg action... Jgn melulu teori... Apapun harusnya dinamis.. DEMI KEMAJUAN DAN KEBAIKAN... persetan dg peraturan... YG BISA DI PESAN DEMI KEPENTINGAN PRIBADI..,lxJwtetN5HU
@susilobagus9061,2025-06-07T06:51:32Z,2025-06-07T06:51:32Z,0,Jadi jelas roky.g cmn seorang peramal dan cmn opini yg keluar dr mulut nya,lxJwtetN5HU
@JokoSusiloedi,2025-06-07T06:47:58Z,2025-06-07T06:47:58Z,0,Biasa itu.biasa kenapa belum belum cukup umur mala di luluskan apa ada paman.ya ayah presiden.semua bisa di atur. Ha..yo bang roky gerong kamu mantap.,lxJwtetN5HU
@ernaerna3370,2025-06-07T06:47:50Z,2025-06-07T06:47:50Z,0,Harusnya dari awal udah di pecat tu Gibran orang bodoh lolah plangak plongok kok JD walpres sangat g lyk,lxJwtetN5HU
@usmanumar3874,2025-06-07T06:46:54Z,2025-06-07T06:46:54Z,0,Wajah Roky kayak wajah pendengki,lxJwtetN5HU
@zerochannel9438,2025-06-07T06:20:38Z,2025-06-07T06:20:38Z,4,"Saya pernah dapat bingkisan 1 paket buah2an, didalam 1 paket buah tersebut ada yg busuk, jadi agar tidak membuat 1 paket buah tersebut menjadi busuk, maka cukup buah yg busuk itu yg mesti diganti dg buah yg lain....",lxJwtetN5HU
@antonoprandiko3847,2025-06-07T06:18:02Z,2025-06-07T06:18:02Z,0,Mending mundur aja Gibran,lxJwtetN5HU
@asalasalan5251,2025-06-07T06:15:52Z,2025-06-07T06:15:52Z,0,"Gampang buat aja kepres, sprti dia dulu jadi wakil kan hasil kepres bpk moyangnya ga",lxJwtetN5HU
@abassomantri5839,2025-06-07T06:10:25Z,2025-06-07T06:10:25Z,0,Kalau lihat foto. Kayanya tidak fres belum mandi  tuh..,lxJwtetN5HU
@DandangSuryanto,2025-06-07T06:08:47Z,2025-06-07T06:08:47Z,0,Lengserkan,lxJwtetN5HU
@ratno3616,2025-06-07T06:03:16Z,2025-06-07T06:03:16Z,0,"Tribun ini jgn"" spt media *TEMPE* yg aktif ikut andil jd penebar HOAK dan atau penebar KEGADUHAN, KEBENCIAN ........ 😂😂😂 Klo mo ingin di ikuti jd media yg mengulas NARASUMBER yg berbobot ...... jgn narasumber"" provokator pemecah belah bangsa.",lxJwtetN5HU
@biasijmaramadhana8964,2025-06-07T06:01:51Z,2025-06-07T06:01:51Z,0,"hidup lah di atas tanah, bukan hidup di atas kertas. karena tanah lah itu kehidupan yg nyata dan kertas hanya lah karangan",lxJwtetN5HU
@Parman-l9t,2025-06-07T05:58:45Z,2025-06-07T05:58:45Z,0,Kenapa bujang lapuk ini ngurus orang terus cobak dirinya sendiri udah pantas kah hidup di negri ini yang isinya otaknya hanya kenyiyiran,lxJwtetN5HU
@CelioAlfatih,2025-06-07T05:55:13Z,2025-06-07T05:55:13Z,0,"Selamatkan dari keluarga mulyono 10 th di pimpin si mul ekonomi makin ancur, kayak firaun serakah",lxJwtetN5HU
@firmantunggal9954,2025-06-07T05:35:39Z,2025-06-07T05:35:39Z,0,JINGROK......LOE CUMA BANYAK OMON.. OMON..PECUNDANG KALENG LOE.,lxJwtetN5HU
@ZakariaAlai-pc3xi,2025-06-07T05:33:43Z,2025-06-07T05:33:43Z,0,Ricky presiden roy Suryo wakil ada tak yang milih di pemilu nanti 😂😂😂,lxJwtetN5HU
@BobBy-br7fx,2025-06-07T05:14:00Z,2025-06-07T05:14:00Z,0,Harus di ganti,lxJwtetN5HU
@KasminmanikManik,2025-06-07T05:07:02Z,2025-06-07T05:07:02Z,0,Satu paket mmg iya tapi klu wapres bermasalah apa presiden juga ikut dihukum,lxJwtetN5HU
@muthmainnahimuth456,2025-06-07T05:06:05Z,2025-06-07T05:06:05Z,4,Jgn samp.negeri ini bangkrut olh wapres penabrak Undang2,lxJwtetN5HU
@muthmainnahimuth456,2025-06-07T05:05:18Z,2025-06-07T05:05:18Z,1,Sdh 10 thn kita d pimpin oleh org zholim...ganti Gibran scptnya..,lxJwtetN5HU
@eddysugandi6739,2025-06-07T05:04:34Z,2025-06-07T05:04:34Z,1,"Aneh...dimana mana kalo pemakzulan gak pernah ditujukan ke Wapres....
Ingatlah, Pres dan Wapres itu 1paket yg hrs tetap sampai selesai masa periodenya krn mereka dilipilih mayoritas rakyat secara konstitusi...",lxJwtetN5HU
@Radicacing,2025-06-07T04:58:43Z,2025-06-07T04:58:43Z,2,Bung rocky ini hatinya sudah benar benar Hitam,lxJwtetN5HU
@monovlog9254,2025-06-07T04:57:15Z,2025-06-07T04:57:15Z,0,Satu paket kalo di lenserkan biar pemilihan presiden dan wakil presiden........gibran akan brantas orang2 munafik....dan sakit hati...,lxJwtetN5HU
@Supardi-n4p,2025-06-07T04:56:51Z,2025-06-07T04:56:51Z,1,"Gibran Tidak Punya Pendukung Akar Rumput, Tidak Punya Partai, Pak Harto Super Power Orang Kuat Jendral Berkuasa Selama 32 Tahun Masih Bisa Lengser Ke Krabon, Apah Lagi Gibran Masih Bau Kencur Minim Pengalaman, Pasti Lengser, Gibran Ngedumpleng Bapak nya, Waktu Masih Berkuasa, Wapres Hasil KKN,  Cacat Mental,  Demokrasi Pancasila yes, Tolak Dinasti,  🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",lxJwtetN5HU
@Amirul-c1l,2025-06-07T04:54:58Z,2025-06-07T04:54:58Z,0,"Para pendukungnya Rocky otak dangkal dan sampah udah jelas manusia tidak berguna namun di dukung terus,,",lxJwtetN5HU
@blackbaron9537,2025-06-07T04:49:38Z,2025-06-07T04:49:38Z,0,"yg hebat cmn tkng comen
urus diri sendiri aja ngk mmpu teriak2 urus orang lain t o l o l",lxJwtetN5HU
@hadlyakbar8572,2025-06-07T04:33:05Z,2025-06-07T04:33:05Z,0,gerung sakit jiwa,lxJwtetN5HU
@AuliaKid,2025-06-07T04:31:48Z,2025-06-07T04:31:48Z,1,GUNUNG HIMALAYA GERUUNG DN SEPASANG KEKASIH ADUHAY BERCINTA NYA DI ILC TV ONE,lxJwtetN5HU
@Aga-n01,2025-06-07T04:22:48Z,2025-06-07T04:23:09Z,0,"Apaun itu tidak ada yang bisa mengubah pilihan rakyat. Siapapun presiden dan wakilnya berapapun usianya yang kita butuhkan kebijakan2nya, jangan hanya gara2 kebencian dan kepentingan sepihak kita justru menciderai demokrasi.",lxJwtetN5HU
@MbahDarmo308,2025-06-07T04:10:55Z,2025-06-07T04:10:55Z,0,Apa gunanya hasil terawangan si Roty Gulung ini?,lxJwtetN5HU
@ikut_ajaya,2025-06-07T04:05:40Z,2025-06-07T04:05:40Z,0,"Saya terawang rokygarong mungkin ketemu jodohnya dan kawin punya anak,biar gak selalu nyinyir di media,di TV,Dan diana mana yg selalu yg itnah keluarga  Jokowi,mulutnya biar terdiam klu udah kawin",lxJwtetN5HU
@yusufpratama228,2025-06-07T04:01:57Z,2025-06-07T04:01:57Z,0,"Ramalan politik RG,biasanya benar",lxJwtetN5HU
@wasesasegara77,2025-06-07T03:50:17Z,2025-06-07T03:50:17Z,0,"Keluarga itu memang harus segera di enyahkan dari peta politik Indonesia. Kalo Ndak, ya silakan saja, sejarah politik kita akan ditertawakan anak cucu nanti.",lxJwtetN5HU
@muhamadnur9169,2025-06-07T03:41:35Z,2025-06-07T03:41:35Z,15,Ayo Bang Roky suarakn terus,lxJwtetN5HU
@muhamadnur9169,2025-06-07T03:40:55Z,2025-06-07T03:40:55Z,1,Ayo lengzerkn gibran,lxJwtetN5HU
@SuHerman007-k7k,2025-06-07T03:28:02Z,2025-06-07T03:28:02Z,0,Wapres Bukan satu paket tapi cuma ndompleng doang,lxJwtetN5HU
@faqihwijaya5202,2025-06-07T03:27:30Z,2025-06-07T03:27:30Z,0,"Wowok bermain dibelakang layar,didepan FUFUFAFA kelihatan baik tapi ditusuk dari belakang sama wowok😂",lxJwtetN5HU
@SosorLadang-c2s,2025-06-07T03:23:29Z,2025-06-07T03:23:29Z,0,Roky...ngak perlu kau bnyk komentar....ente juga pengacau....nkri,lxJwtetN5HU
@sastrawiguna832,2025-06-07T03:19:40Z,2025-06-07T03:19:40Z,1,Up,lxJwtetN5HU
@nymuchnizar2033,2025-06-07T03:19:13Z,2025-06-07T03:19:13Z,0,Kalian sj yg panas..pk jokowi tdk haus kekuasaan,lxJwtetN5HU
@BabehAcang-w4f,2025-06-07T03:19:13Z,2025-06-07T03:19:13Z,0,Klau.gua.setujuh.gibran.d.lengser.kan,lxJwtetN5HU
@WitWit-r9m,2025-06-07T03:16:10Z,2025-06-07T03:16:10Z,0,PK presiden Prabowo TDK ermasalah. PK Prabowo  bersih2 korup yg besar di negri ini. 10thn ambur adul,lxJwtetN5HU
@RayYandhie,2025-06-07T03:03:39Z,2025-06-07T03:03:39Z,10,"Dari pada jadi ada pemilu ulang lbh baik di ambil langkah pemakjulan,itu lebih hemat anggaran☝️☕",lxJwtetN5HU
@trilokayanta4073,2025-06-07T02:55:25Z,2025-06-07T02:55:25Z,5,"Wahhh hebat bang rocky,,skrng jadi para normal yaaa,,banyak job sekarang bang rocky",lxJwtetN5HU
@GoesPras-f4l,2025-06-07T02:52:05Z,2025-06-07T02:52:05Z,0,"Terlalu memaksakan anak tidak punya kualitas, memalukan!",lxJwtetN5HU
@aungsakhuri288,2025-06-07T02:47:18Z,2025-06-07T02:47:18Z,0,Kok bisa MPR kalah sama jendral. Berarti MPR sama DPR ga ada gunanya. Bener kata gusdur. DPR seperti anak tk. Ini bukti ucapan gusdur.,lxJwtetN5HU
@agusmahendra975,2025-06-07T02:47:15Z,2025-06-07T02:47:15Z,0,Roky garong,lxJwtetN5HU
@aungsakhuri288,2025-06-07T02:45:38Z,2025-06-07T02:45:38Z,0,Jendral pada gila,lxJwtetN5HU
@MhdAch-j1f1w,2025-06-07T02:42:41Z,2025-06-07T02:42:41Z,0,Prediksi RG seringnya tepat,lxJwtetN5HU
@gengsupurnomo5302,2025-06-07T02:41:05Z,2025-06-07T02:41:05Z,0,Satu paket presiden dan wakil presiden itukan maunya mulyono...mau rakyat dan undang2 kan ga begitu...makanya saat memimpin buatlah aturan yg sesuai dgn kontitusi...biar aman dan tdk diuber uber kasus saat pensiun...nah skrg mulyono pusing sendiri,lxJwtetN5HU
@pujislamet5739,2025-06-07T02:31:17Z,2025-06-07T02:31:17Z,0,"ingat klo Jokowi blg sepaket brarti sendiri"" ....tukang kibul no 1 diindonesia jokowi",lxJwtetN5HU
@yebuy3822,2025-06-07T02:21:36Z,2025-06-07T02:21:36Z,0,"semua tergantung prabowo ,klo prabowo ok ya pasti terlaksana tp klo iya prabowo ingkar janji politik",lxJwtetN5HU
@didinsam5844,2025-06-07T02:11:26Z,2025-06-07T02:11:26Z,0,Keluarga jokowi sakti kebalhukum tdk punya malu sedikitpun kaya ayam,lxJwtetN5HU
@fachrudinfachrudin4099,2025-06-07T02:09:57Z,2025-06-07T02:09:57Z,0,MK saja bisa dirubah oleh paman  Usman .😂,lxJwtetN5HU
@PakBambangg-zz8pn,2025-06-07T02:08:43Z,2025-06-07T02:09:08Z,0,"kalau orang seoerti rg ,masih di kasih panggung negara tambah runyam",lxJwtetN5HU
@Wongedan-z3e1l,2025-06-07T02:08:03Z,2025-06-07T02:08:03Z,0,Pemanjulan gibran hrs melalui mk  karena gibran masuk karena mk    PAMAN SAM,lxJwtetN5HU
@andiprasetiyo9571,2025-06-07T02:07:44Z,2025-06-07T02:07:44Z,2,Prabowo itu LOYO kata Fufufafa,lxJwtetN5HU
